Commodity,Classification,Grade,Sex,Market,Wholesale,Retail,Supply Volume,County,Date,ProductID,CropName
Beans (Yellow-Green),-,-,-,Mukuyu Market,-,200.00/Kg,,Muranga,2026-02-11,30,Product-30
Beans (Yellow-Green),-,-,-,Kitale Municipality Market,125.00/Kg,160.00/Kg,300.0,Trans-Nzoia,2026-02-11,30,Product-30
Beans (Yellow-Green),-,-,-,Kerugoya,145.00/Kg,200.00/Kg,1650.0,Kirinyaga,2026-02-10,30,Product-30
Beans (Yellow-Green),-,-,-,Bondeni,111.11/Kg,133.33/Kg,300.0,Trans-Nzoia,2026-02-10,30,Product-30
Beans (Yellow-Green),-,-,-,Holo,225.00/Kg,250.00/Kg,,Kisumu,2026-02-10,30,Product-30
Beans (Yellow-Green),-,-,-,Maua,122.22/Kg,150.00/Kg,1170.0,Meru,2026-02-10,30,Product-30
Beans (Yellow-Green),-,-,-,Nkubu,133.33/Kg,150.00/Kg,810.0,Meru,2026-02-10,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,116.67/Kg,200.00/Kg,,Nairobi,2026-02-10,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-02-10,30,Product-30
Beans (Yellow-Green),-,-,-,Kitale Municipality Market,125.00/Kg,150.00/Kg,300.0,Trans-Nzoia,2026-02-10,30,Product-30
Beans (Yellow-Green),-,-,-,Ngurubani Market,122.22/Kg,200.00/Kg,5200.0,Kirinyaga,2026-02-09,30,Product-30
Beans (Yellow-Green),-,-,-,Kangeta,140.00/Kg,150.00/Kg,150.0,Meru,2026-02-09,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-02-09,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,116.67/Kg,200.00/Kg,,Nairobi,2026-02-09,30,Product-30
Beans (Yellow-Green),-,-,-,Kagio,144.44/Kg,220.00/Kg,,Kirinyaga,2026-02-09,30,Product-30
Beans (Yellow-Green),-,-,-,Kitale Municipality Market,125.00/Kg,150.00/Kg,400.0,Trans-Nzoia,2026-02-09,30,Product-30
Beans (Yellow-Green),-,-,-,Khayega,145.83/Kg,154.17/Kg,450.0,Kakamega,2026-02-08,30,Product-30
Beans (Yellow-Green),-,-,-,Kibuye,-,250.00/Kg,,Kisumu,2026-02-08,30,Product-30
Beans (Yellow-Green),-,-,-,Kibuye,-,250.00/Kg,,Kisumu,2026-02-08,30,Product-30
Beans (Yellow-Green),-,-,-,Muhoroni,153.85/Kg,173.08/Kg,2500.0,Kisumu,2026-02-08,30,Product-30
Beans (Yellow-Green),-,-,-,Makutano Embu,123.00/Kg,200.00/Kg,,Embu,2026-02-07,30,Product-30
Beans (Yellow-Green),-,-,-,Ngurubani Market,122.22/Kg,200.00/Kg,4250.0,Kirinyaga,2026-02-06,30,Product-30
Beans (Yellow-Green),-,-,-,Kangeta,140.00/Kg,150.00/Kg,200.0,Meru,2026-02-06,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,116.67/Kg,200.00/Kg,,Nairobi,2026-02-06,30,Product-30
Beans (Yellow-Green),-,-,-,Mumias,-,200.00/Kg,,Kakamega,2026-02-06,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-02-06,30,Product-30
Beans (Yellow-Green),-,-,-,Katito,175.00/Kg,163.27/Kg,3500.0,Kisumu,2026-02-05,30,Product-30
Beans (Yellow-Green),-,-,-,Kerugoya,150.00/Kg,200.00/Kg,1650.0,Kirinyaga,2026-02-05,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-02-05,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,116.67/Kg,200.00/Kg,,Nairobi,2026-02-05,30,Product-30
Beans (Yellow-Green),-,-,-,Ngurubani Market,133.33/Kg,200.00/Kg,5120.0,Kirinyaga,2026-02-04,30,Product-30
Beans (Yellow-Green),-,-,-,Taveta Retail Market,120.00/Kg,125.00/Kg,200.0,Taita-Taveta,2026-02-04,30,Product-30
Beans (Yellow-Green),-,-,-,Mulot,116.67/Kg,150.00/Kg,800.0,Bomet,2026-02-04,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-02-04,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,116.67/Kg,200.00/Kg,,Nairobi,2026-02-04,30,Product-30
Beans (Yellow-Green),-,-,-,Maua,0.01/Kg,150.00/Kg,900.0,Meru,2026-02-03,30,Product-30
Beans (Yellow-Green),-,-,-,Holo,225.00/Kg,250.00/Kg,,Kisumu,2026-02-03,30,Product-30
Beans (Yellow-Green),-,-,-,Kerugoya,150.00/Kg,200.00/Kg,1650.0,Kirinyaga,2026-02-03,30,Product-30
Beans (Yellow-Green),-,-,-,Mogogosiek Market,150.00/Kg,180.00/Kg,3000.0,Bomet,2026-02-03,30,Product-30
Beans (Yellow-Green),-,-,-,Nkubu,133.33/Kg,150.00/Kg,720.0,Meru,2026-02-03,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,116.67/Kg,200.00/Kg,,Nairobi,2026-02-03,30,Product-30
Beans (Yellow-Green),-,-,-,Voi Retail,-,160.00/Kg,360.0,Taita-Taveta,2026-02-03,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-02-02,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,116.67/Kg,200.00/Kg,,Nairobi,2026-02-02,30,Product-30
Beans (Yellow-Green),-,-,-,Kibuye,-,250.00/Kg,,Kisumu,2026-02-01,30,Product-30
Beans (Yellow-Green),-,-,-,Muhoroni,153.85/Kg,173.08/Kg,1000.0,Kisumu,2026-02-01,30,Product-30
Beans (Yellow-Green),-,-,-,Khayega,145.83/Kg,154.17/Kg,900.0,Kakamega,2026-02-01,30,Product-30
Beans (Yellow-Green),-,-,-,Makutano Embu,123.00/Kg,200.00/Kg,,Embu,2026-01-31,30,Product-30
Beans (Yellow-Green),-,-,-,Ngurubani Market,122.22/Kg,200.00/Kg,5300.0,Kirinyaga,2026-01-31,30,Product-30
Beans (Yellow-Green),-,-,-,Kisasi,130.00/Kg,150.00/Kg,,Kitui,2026-01-30,30,Product-30
Beans (Yellow-Green),-,-,-,Mumias,-,209.09/Kg,,Kakamega,2026-01-30,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-01-30,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,116.67/Kg,200.00/Kg,,Nairobi,2026-01-30,30,Product-30
Beans (Yellow-Green),-,-,-,Kitale Municipality Market,135.00/Kg,160.00/Kg,300.0,Trans-Nzoia,2026-01-30,30,Product-30
Beans (Yellow-Green),-,-,-,Kutus,150.00/Kg,175.00/Kg,,Kirinyaga,2026-01-29,30,Product-30
Beans (Yellow-Green),-,-,-,Kerugoya,145.00/Kg,200.00/Kg,1600.0,Kirinyaga,2026-01-29,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,116.67/Kg,200.00/Kg,,Nairobi,2026-01-29,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-01-29,30,Product-30
Beans (Yellow-Green),-,-,-,Kitale Municipality Market,100.00/Kg,133.33/Kg,400.0,Trans-Nzoia,2026-01-29,30,Product-30
Beans (Yellow-Green),-,-,-,Sabatia,168.89/Kg,173.91/Kg,180.0,Kakamega,2026-01-28,30,Product-30
Beans (Yellow-Green),-,-,-,Kitale Municipality Market,150.00/Kg,190.00/Kg,500.0,Trans-Nzoia,2026-01-28,30,Product-30
Beans (Yellow-Green),-,-,-,Makutano Kirinyaga,120.00/Kg,140.00/Kg,950.0,Kirinyaga,2026-01-28,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,116.67/Kg,200.00/Kg,,Nairobi,2026-01-28,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-01-28,30,Product-30
Beans (Yellow-Green),-,-,-,Kerugoya,145.00/Kg,190.00/Kg,1650.0,Kirinyaga,2026-01-27,30,Product-30
Beans (Yellow-Green),-,-,-,Holo,225.00/Kg,250.00/Kg,,Kisumu,2026-01-27,30,Product-30
Beans (Yellow-Green),-,-,-,Ahero,225.00/Kg,250.00/Kg,5000.0,Kisumu,2026-01-27,30,Product-30
Beans (Yellow-Green),-,-,-,Bondeni,100.00/Kg,133.33/Kg,300.0,Trans-Nzoia,2026-01-27,30,Product-30
Beans (Yellow-Green),-,-,-,Kangemi Market,144.44/Kg,200.00/Kg,,Nairobi,2026-01-27,30,Product-30
Beans (Yellow-Green),-,-,-,Maua,122.22/Kg,150.00/Kg,990.0,Meru,2026-01-27,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,116.67/Kg,200.00/Kg,,Nairobi,2026-01-27,30,Product-30
Beans (Yellow-Green),-,-,-,Nkubu,133.33/Kg,150.00/Kg,630.0,Meru,2026-01-27,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-01-27,30,Product-30
Beans (Yellow-Green),-,-,-,Kitale Municipality Market,150.00/Kg,175.00/Kg,300.0,Trans-Nzoia,2026-01-27,30,Product-30
Beans (Yellow-Green),-,-,-,Ngurubani Market,124.44/Kg,190.00/Kg,2580.0,Kirinyaga,2026-01-26,30,Product-30
Beans (Yellow-Green),-,-,-,Kangeta,140.00/Kg,150.00/Kg,200.0,Meru,2026-01-26,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,111.11/Kg,200.00/Kg,,Nairobi,2026-01-26,30,Product-30
Beans (Yellow-Green),-,-,-,Muhoroni,160.00/Kg,180.00/Kg,4000.0,Kisumu,2026-01-25,30,Product-30
Beans (Yellow-Green),-,-,-,Kibuye,-,250.00/Kg,,Kisumu,2026-01-25,30,Product-30
Beans (Yellow-Green),-,-,-,Kerugoya,145.00/Kg,190.00/Kg,1650.0,Kirinyaga,2026-01-23,30,Product-30
Beans (Yellow-Green),-,-,-,Ngurubani Market,122.22/Kg,200.00/Kg,4250.0,Kirinyaga,2026-01-23,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-01-23,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,111.11/Kg,200.00/Kg,,Nairobi,2026-01-23,30,Product-30
Beans (Yellow-Green),-,-,-,Mumias,-,195.65/Kg,,Kakamega,2026-01-23,30,Product-30
Beans (Yellow-Green),-,-,-,Kitale Municipality Market,150.00/Kg,175.00/Kg,300.0,Trans-Nzoia,2026-01-23,30,Product-30
Beans (Yellow-Green),-,-,-,Lungalunga,180.00/Kg,150.00/Kg,2000.0,Kwale,2026-01-23,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,111.11/Kg,200.00/Kg,,Nairobi,2026-01-22,30,Product-30
Beans (Yellow-Green),-,-,-,Kitale Municipality Market,100.00/Kg,122.22/Kg,300.0,Trans-Nzoia,2026-01-22,30,Product-30
Beans (Yellow-Green),-,-,-,Mukuyu Market,-,175.00/Kg,,Muranga,2026-01-21,30,Product-30
Beans (Yellow-Green),-,-,-,Mwingi Town,127.78/Kg,150.00/Kg,12000.0,Kitui,2026-01-21,30,Product-30
Beans (Yellow-Green),-,-,-,Sabatia,168.89/Kg,173.91/Kg,180.0,Kakamega,2026-01-21,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,111.11/Kg,200.00/Kg,,Nairobi,2026-01-21,30,Product-30
Beans (Yellow-Green),-,-,-,Kangeta,140.00/Kg,150.00/Kg,200.0,Meru,2026-01-21,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-01-21,30,Product-30
Beans (Yellow-Green),-,-,-,Kitale Municipality Market,100.00/Kg,122.22/Kg,200.0,Trans-Nzoia,2026-01-21,30,Product-30
Beans (Yellow-Green),-,-,-,Ngurubani Market,120.00/Kg,190.00/Kg,5580.0,Kirinyaga,2026-01-20,30,Product-30
Beans (Yellow-Green),-,-,-,Maua,133.33/Kg,150.00/Kg,990.0,Meru,2026-01-20,30,Product-30
Beans (Yellow-Green),-,-,-,Kagio,133.33/Kg,160.00/Kg,,Kirinyaga,2026-01-20,30,Product-30
Beans (Yellow-Green),-,-,-,Bondeni,140.00/Kg,175.00/Kg,200.0,Trans-Nzoia,2026-01-20,30,Product-30
Beans (Yellow-Green),-,-,-,Ahero,200.00/Kg,225.00/Kg,1900.0,Kisumu,2026-01-20,30,Product-30
Beans (Yellow-Green),-,-,-,Nkubu,133.33/Kg,150.00/Kg,900.0,Meru,2026-01-20,30,Product-30
Beans (Yellow-Green),-,-,-,Kitale Municipality Market,125.00/Kg,150.00/Kg,300.0,Trans-Nzoia,2026-01-20,30,Product-30
Beans (Yellow-Green),-,-,-,Kerugoya,150.00/Kg,200.00/Kg,1650.0,Kirinyaga,2026-01-19,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,111.11/Kg,200.00/Kg,,Nairobi,2026-01-19,30,Product-30
Beans (Yellow-Green),-,-,-,Kawangware,115.00/Kg,130.00/Kg,,Nairobi,2026-01-19,30,Product-30
Beans (Yellow-Green),-,-,-,Muhoroni,160.00/Kg,180.00/Kg,2000.0,Kisumu,2026-01-18,30,Product-30
Beans (Yellow-Green),-,-,-,Khayega,154.17/Kg,166.67/Kg,1800.0,Kakamega,2026-01-18,30,Product-30
Beans (Yellow-Green),-,-,-,Ngurubani Market,122.22/Kg,200.00/Kg,4250.0,Kirinyaga,2026-01-16,30,Product-30
Beans (Yellow-Green),-,-,-,Kisasi,130.00/Kg,150.00/Kg,,Kitui,2026-01-16,30,Product-30
Beans (Yellow-Green),-,-,-,Kangemi Market,116.67/Kg,125.00/Kg,,Nairobi,2026-01-16,30,Product-30
Beans (Yellow-Green),-,-,-,Mumias,-,173.91/Kg,,Kakamega,2026-01-16,30,Product-30
Beans (Yellow-Green),-,-,-,Kerugoya,145.00/Kg,200.00/Kg,1650.0,Kirinyaga,2026-01-15,30,Product-30
Beans (Yellow-Green),-,-,-,Maua,133.33/Kg,150.00/Kg,900.0,Meru,2026-01-15,30,Product-30
Beans (Yellow-Green),-,-,-,Gikomba,111.11/Kg,200.00/Kg,,Nairobi,2026-01-15,30,Product-30
Beans (Yellow-Green),-,-,-,Mukuyu Market,-,175.00/Kg,,Muranga,2026-01-14,30,Product-30
Beans (Yellow-Green),-,-,-,Mwingi Town,116.67/Kg,150.00/Kg,10000.0,Kitui,2026-01-14,30,Product-30
Beans (Yellow-Green),-,-,-,Sabatia,168.89/Kg,173.91/Kg,270.0,Kakamega,2026-01-14,30,Product-30
Beans (Yellow-Green),-,-,-,Kangeta,140.00/Kg,150.00/Kg,200.0,Meru,2026-01-14,30,Product-30
Dolichos lablab (Njahi),-,-,-,Ngurubani Market,70.00/Kg,90.00/Kg,2500.0,Kirinyaga,2026-02-11,50,Product-50
Dolichos lablab (Njahi),-,-,-,Mukuyu Market,-,110.00/Kg,,Muranga,2026-02-11,50,Product-50
Dolichos lablab (Njahi),-,-,-,Makutano Kirinyaga,80.00/Kg,100.00/Kg,1100.0,Kirinyaga,2026-02-11,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kitale Municipality Market,150.00/Kg,175.00/Kg,200.0,Trans-Nzoia,2026-02-11,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kerugoya,120.00/Kg,150.00/Kg,1600.0,Kirinyaga,2026-02-10,50,Product-50
Dolichos lablab (Njahi),-,-,-,Bondeni,83.33/Kg,100.00/Kg,300.0,Trans-Nzoia,2026-02-10,50,Product-50
Dolichos lablab (Njahi),-,-,-,Maua,88.89/Kg,100.00/Kg,7200.0,Meru,2026-02-10,50,Product-50
Dolichos lablab (Njahi),-,-,-,Nkubu,88.89/Kg,120.00/Kg,720.0,Meru,2026-02-10,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-02-10,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-02-10,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kitale Municipality Market,150.00/Kg,175.00/Kg,300.0,Trans-Nzoia,2026-02-10,50,Product-50
Dolichos lablab (Njahi),-,-,-,Ngurubani Market,70.56/Kg,90.00/Kg,2580.0,Kirinyaga,2026-02-09,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kutus,90.00/Kg,125.00/Kg,,Kirinyaga,2026-02-09,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kangeta,101.11/Kg,100.00/Kg,1200.0,Meru,2026-02-09,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-02-09,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-02-09,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kitale Municipality Market,150.00/Kg,180.00/Kg,400.0,Trans-Nzoia,2026-02-09,50,Product-50
Dolichos lablab (Njahi),-,-,-,Makutano Embu,98.00/Kg,140.00/Kg,,Embu,2026-02-07,50,Product-50
Dolichos lablab (Njahi),-,-,-,Ngurubani Market,97.78/Kg,140.00/Kg,1250.0,Kirinyaga,2026-02-06,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kangeta,90.00/Kg,100.00/Kg,1100.0,Meru,2026-02-06,50,Product-50
Dolichos lablab (Njahi),-,-,-,Mumias,-,260.00/Kg,,Kakamega,2026-02-06,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-02-06,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-02-06,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kerugoya,120.00/Kg,150.00/Kg,1650.0,Kirinyaga,2026-02-05,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-02-05,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-02-05,50,Product-50
Dolichos lablab (Njahi),-,-,-,Ngurubani Market,71.11/Kg,90.00/Kg,4250.0,Kirinyaga,2026-02-04,50,Product-50
Dolichos lablab (Njahi),-,-,-,Mukuyu Market,-,110.00/Kg,,Muranga,2026-02-04,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-02-04,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-02-04,50,Product-50
Dolichos lablab (Njahi),-,-,-,Maua,88.89/Kg,100.00/Kg,9900.0,Meru,2026-02-03,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kerugoya,120.00/Kg,150.00/Kg,1600.0,Kirinyaga,2026-02-03,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kangemi Market,150.00/Kg,150.00/Kg,,Nairobi,2026-02-03,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kangemi Market,150.00/Kg,150.00/Kg,,Nairobi,2026-02-03,50,Product-50
Dolichos lablab (Njahi),-,-,-,Nkubu,88.89/Kg,120.00/Kg,900.0,Meru,2026-02-03,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-02-03,50,Product-50
Dolichos lablab (Njahi),-,-,-,Voi Retail,-,150.00/Kg,90.0,Taita-Taveta,2026-02-03,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-02-02,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-02-02,50,Product-50
Dolichos lablab (Njahi),-,-,-,Makutano Embu,73.00/Kg,100.00/Kg,,Embu,2026-01-31,50,Product-50
Dolichos lablab (Njahi),-,-,-,Ngurubani Market,72.22/Kg,100.00/Kg,2500.0,Kirinyaga,2026-01-31,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kisasi,45.00/Kg,65.00/Kg,,Kitui,2026-01-30,50,Product-50
Dolichos lablab (Njahi),-,-,-,Mumias,-,118.18/Kg,,Kakamega,2026-01-30,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-01-30,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-01-30,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kitale Municipality Market,150.00/Kg,175.00/Kg,300.0,Trans-Nzoia,2026-01-30,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kutus,83.00/Kg,100.00/Kg,,Kirinyaga,2026-01-29,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kerugoya,120.00/Kg,160.00/Kg,1650.0,Kirinyaga,2026-01-29,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-01-29,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-01-29,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kitale Municipality Market,150.00/Kg,175.00/Kg,400.0,Trans-Nzoia,2026-01-29,50,Product-50
Dolichos lablab (Njahi),-,-,-,Makutano Kirinyaga,120.00/Kg,150.00/Kg,890.0,Kirinyaga,2026-01-28,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-01-28,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-01-28,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kerugoya,120.00/Kg,160.00/Kg,1650.0,Kirinyaga,2026-01-27,50,Product-50
Dolichos lablab (Njahi),-,-,-,Bondeni,150.00/Kg,175.00/Kg,300.0,Trans-Nzoia,2026-01-27,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kangemi Market,100.00/Kg,150.00/Kg,,Nairobi,2026-01-27,50,Product-50
Dolichos lablab (Njahi),-,-,-,Maua,88.89/Kg,100.00/Kg,10800.0,Meru,2026-01-27,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-01-27,50,Product-50
Dolichos lablab (Njahi),-,-,-,Nkubu,88.89/Kg,120.00/Kg,630.0,Meru,2026-01-27,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-01-27,50,Product-50
Dolichos lablab (Njahi),-,-,-,Ngurubani Market,70.00/Kg,90.00/Kg,3520.0,Kirinyaga,2026-01-26,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kangeta,90.00/Kg,100.00/Kg,1100.0,Meru,2026-01-26,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-01-26,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kibuye,-,225.00/Kg,,Kisumu,2026-01-25,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kerugoya,120.00/Kg,160.00/Kg,1650.0,Kirinyaga,2026-01-23,50,Product-50
Dolichos lablab (Njahi),-,-,-,Ngurubani Market,97.78/Kg,135.00/Kg,1250.0,Kirinyaga,2026-01-23,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-01-23,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-01-23,50,Product-50
Dolichos lablab (Njahi),-,-,-,Mumias,-,260.00/Kg,,Kakamega,2026-01-23,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-01-22,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kitale Municipality Market,83.33/Kg,100.00/Kg,400.0,Trans-Nzoia,2026-01-22,50,Product-50
Dolichos lablab (Njahi),-,-,-,Mukuyu Market,-,110.00/Kg,,Muranga,2026-01-21,50,Product-50
Dolichos lablab (Njahi),-,-,-,Mwingi Town,80.00/Kg,100.00/Kg,5000.0,Kitui,2026-01-21,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kangeta,90.00/Kg,100.00/Kg,1200.0,Meru,2026-01-21,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,80.00/Kg,90.00/Kg,,Nairobi,2026-01-21,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kitale Municipality Market,150.00/Kg,175.00/Kg,200.0,Trans-Nzoia,2026-01-21,50,Product-50
Dolichos lablab (Njahi),-,-,-,Ngurubani Market,72.22/Kg,90.00/Kg,2350.0,Kirinyaga,2026-01-20,50,Product-50
Dolichos lablab (Njahi),-,-,-,Maua,83.33/Kg,100.00/Kg,8100.0,Meru,2026-01-20,50,Product-50
Dolichos lablab (Njahi),-,-,-,Bondeni,150.00/Kg,175.00/Kg,200.0,Trans-Nzoia,2026-01-20,50,Product-50
Dolichos lablab (Njahi),-,-,-,Nkubu,88.89/Kg,120.00/Kg,720.0,Meru,2026-01-20,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kerugoya,120.00/Kg,160.00/Kg,1600.0,Kirinyaga,2026-01-19,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-01-19,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kawangware,65.00/Kg,85.00/Kg,,Nairobi,2026-01-19,50,Product-50
Dolichos lablab (Njahi),-,-,-,Ngurubani Market,97.78/Kg,135.00/Kg,1250.0,Kirinyaga,2026-01-16,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kangemi Market,78.89/Kg,85.00/Kg,,Nairobi,2026-01-16,50,Product-50
Dolichos lablab (Njahi),-,-,-,Mumias,-,240.00/Kg,,Kakamega,2026-01-16,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kerugoya,120.00/Kg,150.00/Kg,1650.0,Kirinyaga,2026-01-15,50,Product-50
Dolichos lablab (Njahi),-,-,-,Maua,83.33/Kg,100.00/Kg,9000.0,Meru,2026-01-15,50,Product-50
Dolichos lablab (Njahi),-,-,-,Gikomba,88.89/Kg,150.00/Kg,,Nairobi,2026-01-15,50,Product-50
Dolichos lablab (Njahi),-,-,-,Mukuyu Market,-,110.00/Kg,,Muranga,2026-01-14,50,Product-50
Dolichos lablab (Njahi),-,-,-,Mwingi Town,80.00/Kg,100.00/Kg,5000.0,Kitui,2026-01-14,50,Product-50
Dolichos lablab (Njahi),-,-,-,Kangeta,90.00/Kg,100.00/Kg,1200.0,Meru,2026-01-14,50,Product-50
Pearl Rush Millet,-,-,-,Maua,110.00/Kg,120.00/Kg,2700.0,Meru,2026-02-10,51,Product-51
Pearl Rush Millet,-,-,-,Nkubu,122.22/Kg,130.00/Kg,810.0,Meru,2026-02-10,51,Product-51
Pearl Rush Millet,-,-,-,Gikomba,68.89/Kg,170.00/Kg,,Nairobi,2026-02-10,51,Product-51
Pearl Rush Millet,-,-,-,Kutus,123.00/Kg,150.00/Kg,,Kirinyaga,2026-02-09,51,Product-51
Pearl Rush Millet,-,-,-,Kangeta,100.00/Kg,110.00/Kg,600.0,Meru,2026-02-09,51,Product-51
