Commodity,Classification,Grade,Sex,Market,Wholesale,Retail,Supply Volume,County,Date,ProductID,CropName
Amaranthus (Terere),-,-,-,Kutus,40.00/Kg,50.00/Kg,100.0,Kirinyaga,2026-01-29,123,Product-123
Amaranthus (Terere),-,-,-,Kinango,45.00/Kg,65.00/Kg,1200.0,Kwale,2026-01-29,123,Product-123
Amaranthus (Terere),-,-,-,Kitale Municipality Market,10.00/Kg,15.00/Kg,400.0,Trans-Nzoia,2026-01-29,123,Product-123
Amaranthus (Terere),-,-,-,Kabati - Muranga,28.00/Kg,35.00/Kg,,Muranga,2026-01-29,123,Product-123
Amaranthus (Terere),-,-,-,Mulot,50.00/Kg,70.00/Kg,500.0,Bomet,2026-01-28,123,Product-123
Amaranthus (Terere),-,-,-,Kitale Municipality Market,30.00/Kg,40.00/Kg,400.0,Trans-Nzoia,2026-01-28,123,Product-123
Amaranthus (Terere),-,-,-,Makutano Kirinyaga,40.00/Kg,50.00/Kg,620.0,Kirinyaga,2026-01-28,123,Product-123
Amaranthus (Terere),-,-,-,Holo,-,80.00/Kg,,Kisumu,2026-01-27,123,Product-123
Amaranthus (Terere),-,-,-,Ahero,70.00/Kg,80.00/Kg,200.0,Kisumu,2026-01-27,123,Product-123
Amaranthus (Terere),-,-,-,Bondeni,10.00/Kg,15.00/Kg,400.0,Trans-Nzoia,2026-01-27,123,Product-123
Amaranthus (Terere),-,-,-,Voi Wholesale,60.00/Kg,-,400.0,Taita-Taveta,2026-01-27,123,Product-123
Amaranthus (Terere),-,-,-,Wundanyi,-,55.00/Kg,300.0,Taita-Taveta,2026-01-27,123,Product-123
Amaranthus (Terere),-,-,-,Kitale Municipality Market,10.00/Kg,17.00/Kg,300.0,Trans-Nzoia,2026-01-27,123,Product-123
Amaranthus (Terere),-,-,-,Ngurubani Market,30.00/Kg,35.00/Kg,520.0,Kirinyaga,2026-01-26,123,Product-123
Amaranthus (Terere),-,-,-,Kutus,30.00/Kg,40.00/Kg,150.0,Kirinyaga,2026-01-26,123,Product-123
Amaranthus (Terere),-,-,-,Kagio,15.00/Kg,30.00/Kg,200.0,Kirinyaga,2026-01-26,123,Product-123
Amaranthus (Terere),-,-,-,Kibuye,-,70.00/Kg,,Kisumu,2026-01-25,123,Product-123
Amaranthus (Terere),-,-,-,Makutano Kirinyaga,35.00/Kg,50.00/Kg,600.0,Kirinyaga,2026-01-24,123,Product-123
Amaranthus (Terere),-,-,-,Kabati - Muranga,28.00/Kg,45.00/Kg,,Muranga,2026-01-24,123,Product-123
Amaranthus (Terere),-,-,-,Voi Retail,-,100.00/Kg,50.0,Taita-Taveta,2026-01-23,123,Product-123
Amaranthus (Terere),-,-,-,Mumias,-,76.92/Kg,,Kakamega,2026-01-23,123,Product-123
Amaranthus (Terere),-,-,-,Wundanyi,-,50.00/Kg,400.0,Taita-Taveta,2026-01-23,123,Product-123
Amaranthus (Terere),-,-,-,Voi Wholesale,60.00/Kg,-,650.0,Taita-Taveta,2026-01-23,123,Product-123
Amaranthus (Terere),-,-,-,Kitale Municipality Market,15.00/Kg,20.00/Kg,300.0,Trans-Nzoia,2026-01-23,123,Product-123
Amaranthus (Terere),-,-,-,Kutus,30.00/Kg,40.00/Kg,,Kirinyaga,2026-01-22,123,Product-123
Amaranthus (Terere),-,-,-,Katito,30.00/Kg,22.73/Kg,2500.0,Kisumu,2026-01-22,123,Product-123
Amaranthus (Terere),-,-,-,Kinango,45.00/Kg,65.00/Kg,1200.0,Kwale,2026-01-22,123,Product-123
Amaranthus (Terere),-,-,-,Kagio,25.00/Kg,50.00/Kg,200.0,Kirinyaga,2026-01-22,123,Product-123
Amaranthus (Terere),-,-,-,Kitale Municipality Market,15.00/Kg,20.00/Kg,400.0,Trans-Nzoia,2026-01-22,123,Product-123
Amaranthus (Terere),-,-,-,Makutano Kirinyaga,35.00/Kg,50.00/Kg,750.0,Kirinyaga,2026-01-22,123,Product-123
Amaranthus (Terere),-,-,-,Kitale Municipality Market,30.00/Kg,40.00/Kg,300.0,Trans-Nzoia,2026-01-21,123,Product-123
Amaranthus (Terere),-,-,-,Mulot,50.00/Kg,80.00/Kg,800.0,Bomet,2026-01-21,123,Product-123
Amaranthus (Terere),-,-,-,Ngurubani Market,30.00/Kg,35.00/Kg,550.0,Kirinyaga,2026-01-20,123,Product-123
Amaranthus (Terere),-,-,-,Kabati - Muranga,-,45.00/Kg,,Muranga,2026-01-20,123,Product-123
Amaranthus (Terere),-,-,-,Bondeni,10.00/Kg,18.00/Kg,300.0,Trans-Nzoia,2026-01-20,123,Product-123
Amaranthus (Terere),-,-,-,Ahero,70.00/Kg,80.00/Kg,150.0,Kisumu,2026-01-20,123,Product-123
Amaranthus (Terere),-,-,-,Voi Retail,-,80.00/Kg,20.0,Taita-Taveta,2026-01-20,123,Product-123
Amaranthus (Terere),-,-,-,Kitale Municipality Market,15.00/Kg,20.00/Kg,300.0,Trans-Nzoia,2026-01-20,123,Product-123
Amaranthus (Terere),-,-,-,Kutus,30.00/Kg,40.00/Kg,,Kirinyaga,2026-01-19,123,Product-123
Amaranthus (Terere),-,-,-,Kitale Municipality Market,25.00/Kg,30.00/Kg,400.0,Trans-Nzoia,2026-01-19,123,Product-123
Amaranthus (Terere),-,-,-,Muhoroni,-,60.00/Kg,100.0,Kisumu,2026-01-18,123,Product-123
Amaranthus (Terere),-,-,-,Makutano Embu,35.00/Kg,50.00/Kg,,Embu,2026-01-17,123,Product-123
Amaranthus (Terere),-,-,-,Makutano Kirinyaga,35.00/Kg,50.00/Kg,1100.0,Kirinyaga,2026-01-17,123,Product-123
Amaranthus (Terere),-,-,-,Ngurubani Market,30.00/Kg,35.00/Kg,600.0,Kirinyaga,2026-01-16,123,Product-123
Amaranthus (Terere),-,-,-,Kisasi,18.00/Kg,32.00/Kg,,Kitui,2026-01-16,123,Product-123
Amaranthus (Terere),-,-,-,Mumias,-,125.00/Kg,,Kakamega,2026-01-16,123,Product-123
Amaranthus (Terere),-,-,-,Kinango,38.00/Kg,60.00/Kg,1200.0,Kwale,2026-01-15,123,Product-123
Amaranthus (Terere),-,-,-,Mukuyu Market,-,70.00/Kg,,Muranga,2026-01-14,123,Product-123
Amaranthus (Terere),-,-,-,Makutano Kirinyaga,25.00/Kg,40.00/Kg,1800.0,Kirinyaga,2026-01-14,123,Product-123
Amaranthus (Terere),-,-,-,Kabati - Muranga,-,50.00/Kg,,Muranga,2026-01-14,123,Product-123
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,50.00/Kg,55.00/Kg,300.0,Trans-Nzoia,2026-02-12,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Kirinyaga,30.00/Kg,20.00/Kg,830.0,Kirinyaga,2026-02-11,124,Product-124
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,80.00/Kg,100.00/Kg,200.0,Trans-Nzoia,2026-02-11,124,Product-124
Jute Plant (Murenda),-,-,-,Bondeni,50.00/Kg,5500.00/Kg,200.0,Trans-Nzoia,2026-02-10,124,Product-124
Jute Plant (Murenda),-,-,-,Holo,-,70.00/Kg,,Kisumu,2026-02-10,124,Product-124
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,60.00/Kg,80.00/Kg,300.0,Trans-Nzoia,2026-02-10,124,Product-124
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,50.00/Kg,55.00/Kg,300.0,Trans-Nzoia,2026-02-09,124,Product-124
Jute Plant (Murenda),-,-,-,Kibuye,-,70.00/Kg,,Kisumu,2026-02-08,124,Product-124
Jute Plant (Murenda),-,-,-,Muhoroni,-,150.00/Kg,50.0,Kisumu,2026-02-08,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Embu,18.00/Kg,30.00/Kg,,Embu,2026-02-07,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Kirinyaga,18.00/Kg,30.00/Kg,750.0,Kirinyaga,2026-02-07,124,Product-124
Jute Plant (Murenda),-,-,-,Mumias,-,250.00/Kg,,Kakamega,2026-02-06,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Kirinyaga,25.00/Kg,35.00/Kg,550.0,Kirinyaga,2026-02-04,124,Product-124
Jute Plant (Murenda),-,-,-,Holo,-,80.00/Kg,,Kisumu,2026-02-03,124,Product-124
Jute Plant (Murenda),-,-,-,Kibuye,-,70.00/Kg,,Kisumu,2026-02-01,124,Product-124
Jute Plant (Murenda),-,-,-,Kibuye,-,70.00/Kg,,Kisumu,2026-02-01,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Embu,20.00/Kg,40.00/Kg,,Embu,2026-01-31,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Kirinyaga,20.00/Kg,40.00/Kg,950.0,Kirinyaga,2026-01-31,124,Product-124
Jute Plant (Murenda),-,-,-,Mumias,-,285.71/Kg,,Kakamega,2026-01-30,124,Product-124
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,80.00/Kg,100.00/Kg,300.0,Trans-Nzoia,2026-01-30,124,Product-124
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,50.00/Kg,55.00/Kg,200.0,Trans-Nzoia,2026-01-29,124,Product-124
Jute Plant (Murenda),-,-,-,Holo,-,80.00/Kg,,Kisumu,2026-01-27,124,Product-124
Jute Plant (Murenda),-,-,-,Bondeni,50.00/Kg,55.00/Kg,200.0,Trans-Nzoia,2026-01-27,124,Product-124
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,50.00/Kg,55.00/Kg,300.0,Trans-Nzoia,2026-01-27,124,Product-124
Jute Plant (Murenda),-,-,-,Kibuye,-,70.00/Kg,,Kisumu,2026-01-25,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Embu,30.00/Kg,40.00/Kg,,Embu,2026-01-24,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Embu,30.00/Kg,40.00/Kg,,Embu,2026-01-24,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Kirinyaga,30.00/Kg,40.00/Kg,650.0,Kirinyaga,2026-01-24,124,Product-124
Jute Plant (Murenda),-,-,-,Voi Retail,-,100.00/Kg,20.0,Taita-Taveta,2026-01-23,124,Product-124
Jute Plant (Murenda),-,-,-,Mumias,-,200.00/Kg,,Kakamega,2026-01-23,124,Product-124
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,50.00/Kg,55.00/Kg,200.0,Trans-Nzoia,2026-01-23,124,Product-124
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,50.00/Kg,58.00/Kg,200.0,Trans-Nzoia,2026-01-22,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Kirinyaga,25.00/Kg,45.00/Kg,750.0,Kirinyaga,2026-01-22,124,Product-124
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,80.00/Kg,100.00/Kg,200.0,Trans-Nzoia,2026-01-21,124,Product-124
Jute Plant (Murenda),-,-,-,Bondeni,50.00/Kg,55.00/Kg,200.0,Trans-Nzoia,2026-01-20,124,Product-124
Jute Plant (Murenda),-,-,-,Voi Retail,-,100.00/Kg,20.0,Taita-Taveta,2026-01-20,124,Product-124
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,50.00/Kg,55.00/Kg,200.0,Trans-Nzoia,2026-01-20,124,Product-124
Jute Plant (Murenda),-,-,-,Kitale Municipality Market,55.00/Kg,60.00/Kg,200.0,Trans-Nzoia,2026-01-19,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Embu,30.00/Kg,40.00/Kg,,Embu,2026-01-17,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Kirinyaga,30.00/Kg,40.00/Kg,800.0,Kirinyaga,2026-01-17,124,Product-124
Jute Plant (Murenda),-,-,-,Mumias,-,200.00/Kg,,Kakamega,2026-01-16,124,Product-124
Jute Plant (Murenda),-,-,-,Makutano Kirinyaga,20.00/Kg,30.00/Kg,1050.0,Kirinyaga,2026-01-14,124,Product-124
Passion Fruits,-,-,-,Ngurubani Market,120.00/Kg,180.00/Kg,380.0,Kirinyaga,2026-02-11,125,Product-125
Passion Fruits,-,-,-,Kitale Municipality Market,100.00/Kg,150.00/Kg,300.0,Trans-Nzoia,2026-02-11,125,Product-125
Passion Fruits,-,-,-,Kerugoya,180.00/Kg,250.00/Kg,300.0,Kirinyaga,2026-02-10,125,Product-125
Passion Fruits,-,-,-,Kitale Municipality Market,100.00/Kg,150.00/Kg,200.0,Trans-Nzoia,2026-02-10,125,Product-125
Passion Fruits,-,-,-,Ngurubani Market,120.00/Kg,180.00/Kg,520.0,Kirinyaga,2026-02-09,125,Product-125
Passion Fruits,-,-,-,Kabati - Muranga,-,100.00/Kg,,Muranga,2026-02-09,125,Product-125
Passion Fruits,-,-,-,Kitale Municipality Market,100.00/Kg,150.00/Kg,300.0,Trans-Nzoia,2026-02-09,125,Product-125
Passion Fruits,-,-,-,Kibuye,-,200.00/Kg,,Kisumu,2026-02-08,125,Product-125
Passion Fruits,-,-,-,Ngurubani Market,140.00/Kg,200.00/Kg,450.0,Kirinyaga,2026-02-06,125,Product-125
Passion Fruits,-,-,-,Kerugoya,175.00/Kg,250.00/Kg,250.0,Kirinyaga,2026-02-05,125,Product-125
Passion Fruits,-,-,-,Kagio,100.00/Kg,180.00/Kg,300.0,Kirinyaga,2026-02-05,125,Product-125
Passion Fruits,-,-,-,Ngurubani Market,150.00/Kg,190.00/Kg,520.0,Kirinyaga,2026-02-04,125,Product-125
Passion Fruits,-,-,-,Mukuyu Market,-,100.00/Kg,,Muranga,2026-02-04,125,Product-125
Passion Fruits,-,-,-,Taveta Retail Market,50.00/Kg,70.00/Kg,100.0,Taita-Taveta,2026-02-04,125,Product-125
Passion Fruits,-,-,-,Kerugoya,180.00/Kg,250.00/Kg,300.0,Kirinyaga,2026-02-03,125,Product-125
Passion Fruits,-,-,-,Kibuye,-,200.00/Kg,,Kisumu,2026-02-01,125,Product-125
Passion Fruits,-,-,-,Ngurubani Market,70.00/Kg,100.00/Kg,350.0,Kirinyaga,2026-01-31,125,Product-125
Passion Fruits,-,-,-,Kabati - Muranga,-,100.00/Kg,,Muranga,2026-01-31,125,Product-125
Passion Fruits,-,-,-,Kitale Municipality Market,100.00/Kg,170.00/Kg,100.0,Trans-Nzoia,2026-01-30,125,Product-125
Passion Fruits,-,-,-,Kutus,150.00/Kg,200.00/Kg,,Kirinyaga,2026-01-29,125,Product-125
Passion Fruits,-,-,-,Kitale Municipality Market,100.00/Kg,150.00/Kg,200.0,Trans-Nzoia,2026-01-29,125,Product-125
Passion Fruits,-,-,-,Bondeni,100.00/Kg,150.00/Kg,200.0,Trans-Nzoia,2026-01-27,125,Product-125
Passion Fruits,-,-,-,Kitale Municipality Market,80.00/Kg,100.00/Kg,400.0,Trans-Nzoia,2026-01-27,125,Product-125
Passion Fruits,-,-,-,Kitale Municipality Market,100.00/Kg,150.00/Kg,200.0,Trans-Nzoia,2026-01-27,125,Product-125
Passion Fruits,-,-,-,Ngurubani Market,140.00/Kg,180.00/Kg,325.0,Kirinyaga,2026-01-26,125,Product-125
Passion Fruits,-,-,-,Kibuye,-,200.00/Kg,,Kisumu,2026-01-25,125,Product-125
Passion Fruits,-,-,-,Kerugoya,180.00/Kg,250.00/Kg,300.0,Kirinyaga,2026-01-23,125,Product-125
Passion Fruits,-,-,-,Ngurubani Market,140.00/Kg,200.00/Kg,450.0,Kirinyaga,2026-01-23,125,Product-125
Passion Fruits,-,-,-,Kitale Municipality Market,100.00/Kg,150.00/Kg,200.0,Trans-Nzoia,2026-01-23,125,Product-125
Passion Fruits,-,-,-,Kutus,160.00/Kg,200.00/Kg,,Kirinyaga,2026-01-22,125,Product-125
Passion Fruits,-,-,-,Kitale Municipality Market,100.00/Kg,150.00/Kg,300.0,Trans-Nzoia,2026-01-22,125,Product-125
Passion Fruits,-,-,-,Mukuyu Market,-,120.00/Kg,,Muranga,2026-01-21,125,Product-125
Passion Fruits,-,-,-,Kitale Municipality Market,100.00/Kg,140.00/Kg,200.0,Trans-Nzoia,2026-01-21,125,Product-125
Passion Fruits,-,-,-,Ngurubani Market,170.00/Kg,200.00/Kg,520.0,Kirinyaga,2026-01-20,125,Product-125
Passion Fruits,-,-,-,Bondeni,100.00/Kg,150.00/Kg,200.0,Trans-Nzoia,2026-01-20,125,Product-125
Passion Fruits,-,-,-,Kitale Municipality Market,100.00/Kg,140.00/Kg,200.0,Trans-Nzoia,2026-01-20,125,Product-125
Passion Fruits,-,-,-,Kerugoya,180.00/Kg,250.00/Kg,300.0,Kirinyaga,2026-01-19,125,Product-125
Passion Fruits,-,-,-,Makutano Embu,180.00/Kg,220.00/Kg,,Embu,2026-01-17,125,Product-125
Passion Fruits,-,-,-,Makutano Kirinyaga,180.00/Kg,220.00/Kg,340.0,Kirinyaga,2026-01-17,125,Product-125
Passion Fruits,-,-,-,Kagio,120.00/Kg,180.00/Kg,300.0,Kirinyaga,2026-01-16,125,Product-125
Passion Fruits,-,-,-,Kerugoya,180.00/Kg,250.00/Kg,250.0,Kirinyaga,2026-01-15,125,Product-125
Oranges,-,-,-,Ngurubani Market,100.00/Kg,150.00/Kg,420.0,Kirinyaga,2026-02-11,127,Product-127
Oranges,-,-,-,Mukuyu Market,-,60.00/Kg,,Muranga,2026-02-11,127,Product-127
Oranges,-,-,-,Mulot,60.00/Kg,100.00/Kg,300.0,Bomet,2026-02-11,127,Product-127
Oranges,-,-,-,Kitale Municipality Market,30.00/Kg,35.00/Kg,3000.0,Trans-Nzoia,2026-02-11,127,Product-127
Oranges,-,-,-,Kerugoya,60.00/Kg,120.00/Kg,300.0,Kirinyaga,2026-02-10,127,Product-127
Oranges,-,-,-,Bondeni,30.00/Kg,35.00/Kg,3000.0,Trans-Nzoia,2026-02-10,127,Product-127
Oranges,-,-,-,Holo,-,200.00/Kg,,Kisumu,2026-02-10,127,Product-127
Oranges,-,-,-,Maua,40.00/Kg,60.00/Kg,1200.0,Meru,2026-02-10,127,Product-127
Oranges,-,-,-,Voi Retail,-,10.00/Kg,50.0,Taita-Taveta,2026-02-10,127,Product-127
Oranges,-,-,-,Nkubu,55.56/Kg,70.00/Kg,630.0,Meru,2026-02-10,127,Product-127
Oranges,-,-,-,Wundanyi,-,100.00/Kg,300.0,Taita-Taveta,2026-02-10,127,Product-127
Oranges,-,-,-,Kitale Municipality Market,30.00/Kg,35.00/Kg,5000.0,Trans-Nzoia,2026-02-10,127,Product-127
Oranges,-,-,-,Ngurubani Market,100.00/Kg,150.00/Kg,550.0,Kirinyaga,2026-02-09,127,Product-127
Oranges,-,-,-,Chebunyo,61.82/Kg,100.00/Kg,7000.0,Bomet,2026-02-09,127,Product-127
Oranges,-,-,-,Kitale Municipality Market,30.00/Kg,35.00/Kg,10000.0,Trans-Nzoia,2026-02-09,127,Product-127
Oranges,-,-,-,Kibuye,-,150.00/Kg,,Kisumu,2026-02-08,127,Product-127
Oranges,-,-,-,Muhoroni,60.00/Kg,100.00/Kg,3000.0,Kisumu,2026-02-08,127,Product-127
Oranges,-,-,-,Ngurubani Market,70.00/Kg,100.00/Kg,1500.0,Kirinyaga,2026-02-06,127,Product-127
Oranges,-,-,-,Lungalunga,50.00/Kg,100.00/Kg,3000.0,Kwale,2026-02-06,127,Product-127
Oranges,-,-,-,Mumias,-,100.00/Kg,,Kakamega,2026-02-06,127,Product-127
Oranges,-,-,-,Ndanai Market,40.91/Kg,100.00/Kg,7000.0,Bomet,2026-02-06,127,Product-127
Oranges,-,-,-,Voi Wholesale,40.00/Kg,-,400.0,Taita-Taveta,2026-02-06,127,Product-127
Oranges,-,-,-,Kerugoya,60.00/Kg,120.00/Kg,300.0,Kirinyaga,2026-02-05,127,Product-127
Oranges,-,-,-,Kagio,70.00/Kg,100.00/Kg,400.0,Kirinyaga,2026-02-05,127,Product-127
Oranges,-,-,-,Mukuyu Market,-,50.00/Kg,,Muranga,2026-02-04,127,Product-127
Oranges,-,-,-,Kerugoya,60.00/Kg,120.00/Kg,300.0,Kirinyaga,2026-02-03,127,Product-127
Oranges,-,-,-,Holo,-,200.00/Kg,,Kisumu,2026-02-03,127,Product-127
Oranges,-,-,-,Mogogosiek Market,30.00/Kg,40.00/Kg,12000.0,Bomet,2026-02-03,127,Product-127
Oranges,-,-,-,Nkubu,55.56/Kg,70.00/Kg,900.0,Meru,2026-02-03,127,Product-127
Oranges,-,-,-,Voi Retail,-,10.00/Kg,100.0,Taita-Taveta,2026-02-03,127,Product-127
Oranges,-,-,-,Kibuye,-,180.00/Kg,,Kisumu,2026-02-01,127,Product-127
Oranges,-,-,-,Muhoroni,60.00/Kg,100.00/Kg,2000.0,Kisumu,2026-02-01,127,Product-127
Oranges,-,-,-,Ngurubani Market,100.00/Kg,150.00/Kg,550.0,Kirinyaga,2026-01-31,127,Product-127
Oranges,-,-,-,Kabati - Muranga,35.00/Kg,80.00/Kg,,Muranga,2026-01-31,127,Product-127
Oranges,-,-,-,Mumias,-,125.00/Kg,,Kakamega,2026-01-30,127,Product-127
Oranges,-,-,-,Wundanyi,-,100.00/Kg,200.0,Taita-Taveta,2026-01-30,127,Product-127
Oranges,-,-,-,Kitale Municipality Market,20.00/Kg,28.00/Kg,8000.0,Trans-Nzoia,2026-01-30,127,Product-127
Oranges,-,-,-,Kutus,50.00/Kg,60.00/Kg,,Kirinyaga,2026-01-29,127,Product-127
Oranges,-,-,-,Kerugoya,60.00/Kg,120.00/Kg,350.0,Kirinyaga,2026-01-29,127,Product-127
Oranges,-,-,-,Kinango,40.00/Kg,60.00/Kg,1000.0,Kwale,2026-01-29,127,Product-127
Oranges,-,-,-,Kitale Municipality Market,20.00/Kg,28.00/Kg,4500.0,Trans-Nzoia,2026-01-29,127,Product-127
Oranges,-,-,-,Kitale Municipality Market,30.00/Kg,35.00/Kg,4000.0,Trans-Nzoia,2026-01-28,127,Product-127
Oranges,-,-,-,Kerugoya,60.00/Kg,120.00/Kg,300.0,Kirinyaga,2026-01-27,127,Product-127
Oranges,-,-,-,Holo,-,150.00/Kg,,Kisumu,2026-01-27,127,Product-127
Oranges,-,-,-,Ahero,150.00/Kg,200.00/Kg,600.0,Kisumu,2026-01-27,127,Product-127
Oranges,-,-,-,Bondeni,50.00/Kg,70.00/Kg,4000.0,Trans-Nzoia,2026-01-27,127,Product-127
Oranges,-,-,-,Nkubu,55.56/Kg,70.00/Kg,720.0,Meru,2026-01-27,127,Product-127
Oranges,-,-,-,Wundanyi,-,40.00/Kg,200.0,Taita-Taveta,2026-01-27,127,Product-127
Oranges,-,-,-,Kitale Municipality Market,30.00/Kg,35.00/Kg,5000.0,Trans-Nzoia,2026-01-27,127,Product-127
Oranges,-,-,-,Ngurubani Market,100.00/Kg,150.00/Kg,450.0,Kirinyaga,2026-01-26,127,Product-127
Oranges,-,-,-,Muhoroni,40.00/Kg,60.00/Kg,3000.0,Kisumu,2026-01-25,127,Product-127
Oranges,-,-,-,Kibuye,-,150.00/Kg,,Kisumu,2026-01-25,127,Product-127
Oranges,-,-,-,Kerugoya,60.00/Kg,120.00/Kg,300.0,Kirinyaga,2026-01-23,127,Product-127
Oranges,-,-,-,Ngurubani Market,70.00/Kg,100.00/Kg,1500.0,Kirinyaga,2026-01-23,127,Product-127
Oranges,-,-,-,Ngurubani Market,70.00/Kg,100.00/Kg,1500.0,Kirinyaga,2026-01-23,127,Product-127
Oranges,-,-,-,Mumias,-,100.00/Kg,,Kakamega,2026-01-23,127,Product-127
Oranges,-,-,-,Voi Retail,-,10.00/Kg,80.0,Taita-Taveta,2026-01-23,127,Product-127
Oranges,-,-,-,Wundanyi,-,60.00/Kg,300.0,Taita-Taveta,2026-01-23,127,Product-127
Oranges,-,-,-,Kitale Municipality Market,50.00/Kg,80.00/Kg,4000.0,Trans-Nzoia,2026-01-23,127,Product-127
Oranges,-,-,-,Kinango,45.00/Kg,65.00/Kg,1500.0,Kwale,2026-01-22,127,Product-127
Oranges,-,-,-,Kagio,70.00/Kg,100.00/Kg,600.0,Kirinyaga,2026-01-22,127,Product-127
Oranges,-,-,-,Kitale Municipality Market,30.00/Kg,35.00/Kg,10000.0,Trans-Nzoia,2026-01-22,127,Product-127
Oranges,-,-,-,Mukuyu Market,-,50.00/Kg,,Muranga,2026-01-21,127,Product-127
Oranges,-,-,-,Kitale Municipality Market,50.00/Kg,70.00/Kg,5000.0,Trans-Nzoia,2026-01-21,127,Product-127
Oranges,-,-,-,Ngurubani Market,100.00/Kg,150.00/Kg,820.0,Kirinyaga,2026-01-20,127,Product-127
Oranges,-,-,-,Kabati - Muranga,-,100.00/Kg,,Muranga,2026-01-20,127,Product-127
Oranges,-,-,-,Maua,40.00/Kg,60.00/Kg,1000.0,Meru,2026-01-20,127,Product-127
Oranges,-,-,-,Bondeni,60.00/Kg,80.00/Kg,3500.0,Trans-Nzoia,2026-01-20,127,Product-127
Oranges,-,-,-,Ahero,100.00/Kg,150.00/Kg,660.0,Kisumu,2026-01-20,127,Product-127
Oranges,-,-,-,Nkubu,55.56/Kg,70.00/Kg,900.0,Meru,2026-01-20,127,Product-127
Oranges,-,-,-,Voi Retail,-,10.00/Kg,20.0,Taita-Taveta,2026-01-20,127,Product-127
Oranges,-,-,-,Kitale Municipality Market,50.00/Kg,70.00/Kg,4000.0,Trans-Nzoia,2026-01-20,127,Product-127
Oranges,-,-,-,Chebunyo,61.82/Kg,100.00/Kg,7000.0,Bomet,2026-01-19,127,Product-127
Oranges,-,-,-,Kerugoya,60.00/Kg,100.00/Kg,300.0,Kirinyaga,2026-01-19,127,Product-127
Oranges,-,-,-,Muhoroni,60.00/Kg,100.00/Kg,3000.0,Kisumu,2026-01-18,127,Product-127
Oranges,-,-,-,Ngurubani Market,70.00/Kg,100.00/Kg,1500.0,Kirinyaga,2026-01-16,127,Product-127
Oranges,-,-,-,Mumias,-,83.33/Kg,,Kakamega,2026-01-16,127,Product-127
Oranges,-,-,-,Ndanai Market,59.09/Kg,100.00/Kg,7000.0,Bomet,2026-01-16,127,Product-127
Oranges,-,-,-,Lungalunga,50.00/Kg,100.00/Kg,30000.0,Kwale,2026-01-16,127,Product-127
Oranges,-,-,-,Kagio,70.00/Kg,100.00/Kg,600.0,Kirinyaga,2026-01-16,127,Product-127
Oranges,-,-,-,Kangemi Market,140.00/Kg,170.00/Kg,,Nairobi,2026-01-16,127,Product-127
Oranges,-,-,-,Kabati - Muranga,50.00/Kg,70.00/Kg,,Muranga,2026-01-16,127,Product-127
Oranges,-,-,-,Kerugoya,60.00/Kg,120.00/Kg,300.0,Kirinyaga,2026-01-15,127,Product-127
Oranges,-,-,-,Kinango,40.00/Kg,60.00/Kg,600.0,Kwale,2026-01-15,127,Product-127
Tree tomato,-,-,-,Ngurubani Market,70.00/Kg,100.00/Kg,250.0,Kirinyaga,2026-02-11,128,Product-128
Tree tomato,-,-,-,Mukuyu Market,100.00/Kg,120.00/Kg,,Muranga,2026-02-11,128,Product-128
Tree tomato,-,-,-,Kitale Municipality Market,70.00/Kg,100.00/Kg,200.0,Trans-Nzoia,2026-02-11,128,Product-128
Tree tomato,-,-,-,Kerugoya,175.00/Kg,250.00/Kg,250.0,Kirinyaga,2026-02-10,128,Product-128
Tree tomato,-,-,-,Bondeni,70.00/Kg,100.00/Kg,200.0,Trans-Nzoia,2026-02-10,128,Product-128
Tree tomato,-,-,-,Kitale Municipality Market,70.00/Kg,100.00/Kg,200.0,Trans-Nzoia,2026-02-10,128,Product-128
Tree tomato,-,-,-,Ngurubani Market,70.00/Kg,100.00/Kg,220.0,Kirinyaga,2026-02-09,128,Product-128
Tree tomato,-,-,-,Kabati - Muranga,-,100.00/Kg,,Muranga,2026-02-09,128,Product-128
Tree tomato,-,-,-,Kutus,140.00/Kg,160.00/Kg,,Kirinyaga,2026-02-09,128,Product-128
