Date,Commodity,Market,County,Retail,Wholesale,Supply Volume
2023-11-28,Yam,Nairobi Wakulima,Nairobi,120.0,100.0,0.0
2023-12-06,Yam,Nairobi Wakulima,Nairobi,140.0,120.0,0.0
2023-12-14,Yam,Nairobi Wakulima,Nairobi,120.0,100.0,0.0
2023-12-20,Yam,Nairobi Wakulima,Nairobi,150.0,120.0,0.0
2024-01-09,Yam,Nairobi Wakulima,Nairobi,160.0,140.0,0.0
2024-01-17,Yam,Nairobi Wakulima,Nairobi,160.0,140.0,0.0
2024-01-23,Yam,Nairobi Wakulima,Nairobi,140.0,120.0,0.0
2024-01-26,Yam,Nairobi Wakulima,Nairobi,180.0,150.0,0.0
2024-01-30,Yam,Nairobi Wakulima,Nairobi,170.0,150.0,0.0
2024-02-05,Yam,Nairobi Wakulima,Nairobi,160.0,140.0,0.0
2024-02-09,Yam,Nairobi Wakulima,Nairobi,170.0,150.0,0.0
2024-02-16,Yam,Nairobi Wakulima,Nairobi,140.0,120.0,0.0
2024-02-22,Yam,Nairobi Wakulima,Nairobi,160.0,140.0,0.0
2024-02-26,Yam,Nairobi Wakulima,Nairobi,170.0,150.0,0.0
2025-05-22,Yam,Nairobi Wakulima,Nairobi,100.0,60.0,0.0
2025-05-27,Yam,Nairobi Wakulima,Nairobi,100.0,60.0,0.0
2025-05-29,Yam,Nairobi Wakulima,Nairobi,100.0,60.0,0.0
2025-06-05,Yam,Nairobi Wakulima,Nairobi,100.0,60.0,0.0
2025-06-10,Yam,Nairobi Wakulima,Nairobi,100.0,60.0,0.0
2025-06-16,Yam,Nairobi Wakulima,Nairobi,100.0,60.0,0.0
2021-09-10,Yam,Naivasha Market,Nakuru,100.0,80.0,1850.0
2021-09-14,Yam,Naivasha Market,Nakuru,100.0,80.0,500.0
2021-09-17,Yam,Naivasha Market,Nakuru,100.0,90.0,100.0
2021-10-05,Yam,Naivasha Market,Nakuru,100.0,90.0,50.0
2021-10-15,Yam,Naivasha Market,Nakuru,100.0,90.0,150.0
2021-12-07,Yam,Naivasha Market,Nakuru,100.0,90.0,400.0
2021-12-14,Yam,Naivasha Market,Nakuru,100.0,90.0,150.0
2022-02-18,Yam,Naivasha Market,Nakuru,110.0,100.0,400.0
2022-03-22,Yam,Naivasha Market,Nakuru,230.0,200.0,200.0
2022-03-29,Yam,Naivasha Market,Nakuru,220.0,200.0,200.0
2022-04-12,Yam,Naivasha Market,Nakuru,240.0,200.0,200.0
2022-04-22,Yam,Naivasha Market,Nakuru,220.0,200.0,200.0
2022-07-01,Yam,Naivasha Market,Nakuru,200.0,180.0,0.0
2022-07-15,Yam,Naivasha Market,Nakuru,200.0,180.0,0.0
2022-12-02,Yam,Naivasha Market,Nakuru,50.0,40.0,0.0
2022-12-13,Yam,Naivasha Market,Nakuru,200.0,180.0,0.0
2022-12-20,Yam,Naivasha Market,Nakuru,200.0,180.0,0.0
2023-02-24,Yam,Naivasha Market,Nakuru,160.0,140.0,0.0
2023-03-01,Yam,Naivasha Market,Nakuru,160.0,120.0,0.0
2023-08-24,Yam,Naivasha Market,Nakuru,120.0,100.0,0.0
2021-10-13,Yam,Nakuru Top Market,Nakuru,100.0,40.0,100.0
2023-11-03,Yam,Nakuru Top Market,Nakuru,100.0,150.0,0.0
2023-11-06,Yam,Nakuru Top Market,Nakuru,100.0,150.0,0.0
2021-09-15,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,500.0
2021-10-16,Yam,Nanyuki Open Air Market,Laikipia,200.0,150.0,250.0
2021-10-20,Yam,Nanyuki Open Air Market,Laikipia,300.0,150.0,300.0
2021-10-23,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,200.0
2021-10-27,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,200.0
2021-10-30,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,200.0
2021-11-06,Yam,Nanyuki Open Air Market,Laikipia,300.0,200.0,200.0
2021-11-10,Yam,Nanyuki Open Air Market,Laikipia,200.0,150.0,200.0
2021-11-13,Yam,Nanyuki Open Air Market,Laikipia,150.0,100.0,200.0
2021-11-17,Yam,Nanyuki Open Air Market,Laikipia,200.0,150.0,200.0
2021-12-04,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,500.0
2021-12-11,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,1000.0
2022-05-25,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,700.0
2022-06-04,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,500.0
2022-06-22,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,500.0
2022-06-29,Yam,Nanyuki Open Air Market,Laikipia,300.0,200.0,500.0
2022-07-09,Yam,Nanyuki Open Air Market,Laikipia,300.0,250.0,300.0
2022-07-16,Yam,Nanyuki Open Air Market,Laikipia,300.0,250.0,500.0
2022-09-10,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,400.0
2022-09-24,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,400.0
2022-10-08,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,400.0
2022-11-19,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,500.0
2023-03-18,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,300.0
2023-03-29,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,400.0
2023-04-12,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,300.0
2023-05-13,Yam,Nanyuki Open Air Market,Laikipia,300.0,150.0,500.0
2023-06-21,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,300.0
2023-07-19,Yam,Nanyuki Open Air Market,Laikipia,250.0,150.0,1000.0
2023-08-02,Yam,Nanyuki Open Air Market,Laikipia,300.0,150.0,500.0
2023-08-02,Yam,Nanyuki Open Air Market,Laikipia,300.0,150.0,500.0
2023-08-26,Yam,Nanyuki Open Air Market,Laikipia,300.0,150.0,300.0
2023-09-02,Yam,Nanyuki Open Air Market,Laikipia,300.0,150.0,500.0
2021-09-07,Yam,Nkubu,Meru,100.0,30.0,1000.0
2021-05-24,Yam,Nyahururu Municipal Market,Laikipia,120.0,80.0,150.0
2021-05-24,Yam,Nyahururu Municipal Market,Laikipia,150.0,80.0,200.0
2021-05-24,Yam,Nyahururu Municipal Market,Laikipia,150.0,80.0,250.0
2021-05-24,Yam,Nyahururu Municipal Market,Laikipia,150.0,80.0,50.0
2021-05-24,Yam,Nyahururu Municipal Market,Laikipia,120.0,80.0,150.0
2021-05-24,Yam,Nyahururu Municipal Market,Laikipia,120.0,80.0,120.0
2021-05-24,Yam,Nyahururu Municipal Market,Laikipia,120.0,80.0,200.0
2021-05-24,Yam,Nyahururu Municipal Market,Laikipia,100.0,70.0,100.0
2021-05-24,Yam,Nyahururu Municipal Market,Laikipia,120.0,80.0,100.0
2021-05-24,Yam,Nyahururu Municipal Market,Laikipia,120.0,80.0,100.0
2021-06-14,Yam,Nyahururu Municipal Market,Laikipia,150.0,100.0,100.0
2021-08-27,Yam,Nyahururu Municipal Market,Laikipia,130.0,80.0,350.0
2021-09-08,Yam,Nyahururu Municipal Market,Laikipia,400.0,22.22,180.0
2021-09-15,Yam,Nyahururu Municipal Market,Laikipia,127.27,35.71,80.0
2021-09-23,Yam,Nyahururu Municipal Market,Laikipia,214.29,144.93,60.0
2021-09-28,Yam,Nyahururu Municipal Market,Laikipia,237.23,136.99,40.0
2021-10-16,Yam,Nyahururu Municipal Market,Laikipia,306.75,181.82,40.0
2021-11-09,Yam,Nyahururu Municipal Market,Laikipia,421.35,161.29,50.0
2021-05-24,Yam,Nyeri open air,Nyeri,200.0,250.0,180.0
2021-05-24,Yam,Nyeri open air,Nyeri,200.0,150.0,200.0
2021-07-14,Yam,Nyeri open air,Nyeri,120.0,100.0,80.0
2021-07-23,Yam,Nyeri open air,Nyeri,150.0,200.0,200.0
2021-07-30,Yam,Nyeri open air,Nyeri,200.0,100.0,50.0
2021-09-08,Yam,Nyeri open air,Nyeri,200.0,100.0,100.0
2022-03-02,Yam,Nyeri open air,Nyeri,180.0,130.0,150.0
2023-12-18,Yam,Othaya,Nyeri,100.0,70.0,100.0
2021-09-17,Yam,Oyugis,Homa-bay,50.0,85.71,140.0
2021-10-01,Yam,Oyugis,Homa-bay,50.0,85.71,420.0
2021-10-15,Yam,Oyugis,Homa-bay,50.0,78.57,840.0
2021-05-24,Yam,Rongo,Migori,50.0,41.67,480.0
2022-09-08,Yam,Rumuruti Food Crops Market,Laikipia,425.35,6.61,300.0
2025-09-10,Yam,Sabatia,Kakamega,111.11,100.0,20.0
2022-02-05,Yam,Samburu,Kwale,150.0,100.0,100.0
2022-02-12,Yam,Samburu,Kwale,150.0,100.0,200.0
2022-02-26,Yam,Samburu,Kwale,150.0,100.0,200.0
2022-03-05,Yam,Samburu,Kwale,150.0,100.0,200.0
2022-03-12,Yam,Samburu,Kwale,150.0,100.0,300.0
2021-05-24,Yam,Serem - Nandi,Nandi,150.0,55.56,0.0
2021-05-24,Yam,Serem - Nandi,Nandi,150.0,25.0,100.0
2021-09-13,Yam,Serem - Nandi,Nandi,50.0,25.0,0.0
2021-11-10,Yam,Serem - Nandi,Nandi,75.0,60.0,1200.0
2021-08-20,Yam,Siakago,Embu,100.0,55.56,350.0
2021-09-17,Yam,Siakago,Embu,100.0,80.0,30.0
2021-10-01,Yam,Siakago,Embu,120.0,100.0,30.0
2021-10-08,Yam,Siakago,Embu,100.0,100.0,25.0
2021-10-22,Yam,Siakago,Embu,120.0,100.0,60.0
2021-10-29,Yam,Siakago,Embu,100.0,50.0,50.0
2021-11-12,Yam,Siakago,Embu,100.0,50.0,20.0
2021-12-10,Yam,Siakago,Embu,120.0,50.0,50.0
2021-12-17,Yam,Siakago,Embu,100.0,50.0,30.0
2022-01-07,Yam,Siakago,Embu,100.0,100.0,50.0
2022-02-11,Yam,Siakago,Embu,120.0,100.0,50.0
2022-02-18,Yam,Siakago,Embu,100.0,100.0,20.0
2022-03-18,Yam,Siakago,Embu,100.0,100.0,25.0
2022-03-25,Yam,Siakago,Embu,100.0,100.0,40.0
2022-04-01,Yam,Siakago,Embu,100.0,100.0,50.0
2022-04-22,Yam,Siakago,Embu,100.0,100.0,40.0
2021-05-24,Yam,Siaya,Siaya,125.0,100.0,0.0
2021-05-24,Yam,Siaya,Siaya,125.0,100.0,0.0
2021-05-24,Yam,Tseikuru,Kitui,90.0,58.33,2000.0
2021-05-24,Yam,Tseikuru,Kitui,62.5,50.0,1000.0
2021-05-24,Yam,Tseikuru,Kitui,54.17,50.0,1000.0
2021-05-24,Yam,Tseikuru,Kitui,58.33,50.0,1500.0
2021-05-24,Yam,Tseikuru,Kitui,100.0,66.67,2000.0
2022-06-01,Yam,Voi Livestock,Taita-Taveta,60.0,150.0,200.0
2022-06-21,Yam,test market,0,200.0,150.0,30.0
2022-06-21,Yam,test market,0,200.0,150.0,30.0
